sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
752,1284.348695,-12.71068889,-42.79084785,-30.08015897,904.8159637,0.383996266,-0.184422335,0.293288718,-0.504247267,0.463531212,-0.5414586,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125
753,1281.541035,-492.1953958,-500,-7.804604153,60.91184599,-0.184422335,0.293288718,-0.504247267,0.463531212,-0.5414586,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885
754,1703.364263,484.4915424,500,15.50845761,240.5122574,0.293288718,-0.504247267,0.463531212,-0.5414586,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089
755,1333.507611,-354.5493667,-491.0446205,-136.4952538,18630.95431,-0.504247267,0.463531212,-0.5414586,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171
756,1589.698679,426.52495,500,73.47505,5398.582973,0.463531212,-0.5414586,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534
757,1238.147892,-476.4829431,-500,-23.51705689,553.0519648,-0.5414586,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279
758,1574.950454,439.0500858,500,60.94991425,3714.892047,0.47630388,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971
759,1211.75342,-479.7063315,-500,-20.29366847,411.83298,-0.649512824,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188
760,1544.579096,481.6061114,500,18.39388862,338.3351386,0.646987329,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862
761,1154.955362,-467.7955674,-500,-32.20443258,1037.125478,-0.039938195,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796
762,1479.138113,490.3592079,500,9.640792087,92.94487206,-0.532398218,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401
763,1082.813813,206.5737291,-254.9328282,-461.5065573,212988.3024,-0.023997929,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266
764,864.1024202,-484.3101312,-500,-15.68986878,246.1719823,0.189969138,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231
765,1232.617177,-390.9083188,500,890.9083188,793717.6325,-0.35121465,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196
766,1571.096357,485.1806678,500,14.81933216,219.6126057,-0.162381049,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452
767,1183.365889,-460.4755817,-500,-39.52441834,1562.179645,0.139774859,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362
768,1519.253512,-217.9396815,-295.5226192,-77.58293767,6019.112218,-0.037610155,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971
769,1725.507078,455.3970629,500,44.60293711,1989.421999,-1.198037509,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112
770,1352.812329,241.6402077,500,258.3597923,66749.78228,-0.141913109,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561
771,1109.551148,-468.3396629,-500,-31.66033709,1002.376945,0.205788462,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396
772,1486.982089,-212.0505129,-329.4925376,-117.4420247,13792.62917,0.164004728,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241
773,1706.067842,250.8111633,500,249.1888367,62095.07634,0.458597125,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175
774,1523.051893,103.6121935,-107.3137966,-210.9259901,44489.7733,-0.226149885,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424
775,1433.468986,451.3760108,500,48.62398923,2364.292329,1.061417089,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766
776,1065.949321,-493.5209545,-500,-6.479045544,41.97803116,0.35004171,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751
777,1461.336074,499.450487,500,0.549513044,0.301964586,0.149872534,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708
778,1086.371756,489.5997041,433.0229012,-56.57680283,3200.934618,0.454025279,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639
779,642.6602739,-413.2919581,-500,-86.70804189,7518.284528,0.403737971,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136
780,943.345952,495.9137949,500,4.086205128,16.69707235,0.06581188,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553
781,540.3977676,338.8619567,358.3134396,19.45148295,378.360189,-0.21322862,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712
782,203.7719425,-405.2374949,-500,-94.76250513,8979.932379,0.464648796,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794
783,503.1743976,-499.0899377,-500,-0.910062256,0.82821331,0.244213401,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109
784,905.7750406,492.71711,500,7.282889997,53.04048671,-0.66194266,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326
785,509.7170292,248.9383046,326.0179255,77.07962083,5941.267947,-0.33168231,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074
786,247.1184857,-494.6973304,-500,-5.302669586,28.11830474,0.276883196,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604
787,615.1313198,-500,-500,0,0,0.113471452,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601
788,1037.382761,496.0319271,500,3.968072876,15.74560235,0.16696362,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712
789,644.1632251,38.13443292,-500,-538.1344329,289588.6679,0.301694971,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636
790,573.5921315,-169.5132642,-290.9556511,-121.4423869,14748.25334,0.093206112,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108
791,707.9757026,494.9008762,500,5.099123759,26.00106311,0.665108561,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154
792,300.6840532,-356.5774429,-500,-143.4225571,20570.02989,-0.20580396,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026
793,554.5794689,215.684415,373.2415462,157.5571312,24824.24959,-0.131789241,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093
794,388.0384905,-457.6665001,-500,-42.33349986,1792.12521,0.159078175,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916
795,742.0063459,-493.0113152,-500,-6.988684806,48.84171532,0.333215424,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256
796,1189.983501,-316.1172194,-500,-183.8827806,33812.877,0.360018766,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128
797,1501.534602,367.5749368,370.0364228,2.461485949,6.058913077,0.650087751,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396
798,1228.891176,378.7331624,500,121.2668376,14705.6459,-0.140712708,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068
799,900.2695784,452.9999371,500,47.00006287,2209.00591,0.506795639,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685
800,508.293839,-499.2819677,-500,-0.718032275,0.515570348,0.21713136,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699
801,905.878286,455.8053747,500,44.19462529,1953.164905,-0.392043553,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021
802,564.8811427,349.9674334,384.0854133,34.11797997,1164.036557,-0.034927712,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853
803,238.525239,-479.5424907,-500,-20.45750932,418.5096876,0.856199794,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192
804,598.1874948,-466.664223,-500,-33.33577703,1111.27403,0.339173109,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799
805,989.2241261,452.8563665,500,47.14363348,2222.522178,-0.152797326,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671
806,617.8821414,437.3099235,439.8759383,2.566014806,6.584431985,-0.904431074,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441
807,200,-272.3830439,-184.2105263,88.17251763,7774.392865,-0.21916604,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049
808,395.2964738,-487.6145625,-500,-12.3854375,153.3990621,-0.186016601,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832
809,781.192928,-490.447933,-500,-9.552067024,91.24198443,0.140821712,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685
810,1187.341274,-493.5696011,-500,-6.430398861,41.35002951,1.014175636,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735
811,1600.614039,34.08738856,-25.66943267,-59.75682123,3570.877684,0.368402108,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188
812,1591.67787,494.02203,500,5.977970003,35.73612536,0.180212154,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156
813,1162.053795,360.900687,500,139.099313,19348.61888,-0.328995026,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508
814,810.6946911,318.655807,500,181.344193,32885.71633,-0.439543093,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238
815,504.6630134,-487.888116,-500,-12.11188402,146.6977345,-0.051085916,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331
816,872.9856236,-463.4310519,-500,-36.56894806,1337.287962,-0.157015256,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095
817,1276.706035,-122.0815071,449.1642477,571.2457547,326321.7123,1.230763128,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906
818,1406.55982,-386.386666,-414.1475574,-27.76089139,770.6670908,-0.131685396,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274
819,1731.95787,482.9880665,500,17.0119335,289.4058814,-0.211322068,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438
820,1361.813901,-204.9957918,38.75147473,243.7472665,59412.72993,0.496450685,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172
821,1509.903827,-199.4390851,-305.3643924,-105.9253073,11220.17073,0.085901699,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324
822,1699.810864,484.4898046,500,15.51019536,240.5661601,-0.443896021,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571
823,1324.842286,77.94243173,500,422.0575683,178132.591,0.555717853,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687
824,1239.927906,-479.8865405,-500,-20.11345945,404.551251,-0.094831192,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853
825,1651.794673,491.6933322,500,8.30666781,69.00073011,-0.506531799,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107
826,1279.388484,-11.78555715,-48.0121218,-36.22656465,1312.363986,0.148566671,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447
827,1256.42263,-498.1799035,-500,-1.820096458,3.312751116,0.217163441,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685
828,1657.303568,223.749871,500,276.250129,76314.13377,-0.110165049,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231
829,1488.438652,484.6455171,500,15.35448293,235.760146,0.313988832,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046
830,1046.220526,-483.170817,-293.4520778,189.7187391,35993.19997,0.383263685,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945
831,1377.528431,459.0829251,500,40.9170749,1674.207018,-0.277902735,-0.727977188,-0.847068156,0.038775508,0.562051238,0.456035331,0.601770095,0.777445906,0.038369274,0.45234438,-0.583633172,0.305680324,0.192076571,0.007237687,-0.121871853,-0.396328107,0.096093447,0.54103685,-0.121751231,0.232493046,-0.243762945,0.126615995
